;sum_click;code_module;code_presentation;gender;region;highest_education;age_band;studied_credits
5896;287;6;1;2;5;3;1;120
5900;585;2;2;1;3;2;1;60
5902;911;3;3;2;8;4;2;60
5903;210;7;4;1;8;2;2;30
5904;107;7;3;1;13;4;2;30
5906;146;4;1;2;11;3;1;120
5908;315;2;1;1;13;3;2;60
5909;69;2;2;1;7;3;1;120
5912;156;2;3;1;5;3;1;60
5913;59;2;1;1;11;3;1;60
5914;276;2;1;1;10;2;2;60
5915;2391;3;4;2;12;2;1;60
5917;758;3;3;2;12;3;1;90
5918;758;4;2;2;12;3;1;90
5920;227;2;1;1;3;3;1;120
5921;237;2;4;1;2;2;2;60
5922;455;2;2;1;2;4;2;60
5924;462;2;2;2;2;2;2;60
5925;140;2;2;2;2;3;2;60
5927;1201;2;2;1;2;3;2;60
5928;719;4;2;1;7;2;1;60
5932;303;5;2;2;5;3;1;60
5933;1029;3;4;2;11;2;1;90
5934;1029;5;3;2;11;2;1;60
5935;418;2;2;1;2;3;2;60
5938;120;7;2;1;1;3;2;30
5939;592;4;1;2;5;3;1;60
5942;274;4;1;2;3;4;1;60
5946;665;2;2;1;6;3;1;60
5947;117;7;2;1;12;2;1;30
5948;234;6;2;2;13;3;1;90
5949;861;6;1;2;10;2;1;60
5950;86;3;4;2;10;3;1;60
5951;836;2;2;1;12;2;1;60
5952;418;4;3;1;1;2;1;60
5953;1155;6;1;2;9;2;1;120
5954;797;6;1;2;4;3;1;60
5956;270;2;2;1;2;2;2;60
5957;594;2;2;1;2;4;2;120
5960;137;5;2;2;2;3;1;60
5961;303;2;1;1;2;3;2;120
5962;503;6;4;2;13;1;1;60
5963;387;3;3;2;3;3;1;120
5964;387;5;3;2;3;3;1;120
5965;242;3;3;2;9;3;1;60
5967;195;5;2;2;1;3;1;60
5969;303;2;3;1;1;2;1;120
5970;116;4;2;2;6;3;1;60
5971;600;6;4;2;5;2;1;120
5980;356;2;2;1;6;3;1;180
5981;134;2;2;1;2;4;1;60
5985;232;2;1;1;8;2;2;120
5987;132;2;2;1;6;2;1;60
5988;152;2;1;2;6;2;2;90
5989;1114;6;2;2;1;3;2;60
5992;478;3;4;2;12;3;1;120
5993;478;4;4;2;12;3;1;120
5994;116;7;2;1;12;2;1;90
5999;1332;6;1;2;11;2;2;120
6002;1079;2;2;1;5;4;1;120
6003;1079;4;3;1;5;4;1;120
6004;593;3;4;2;8;2;1;60
6005;593;5;4;2;8;2;1;60
6006;923;2;2;1;2;3;2;60
6007;416;2;4;1;8;2;2;120
6008;577;2;2;1;13;3;2;60
6009;1111;6;1;2;3;3;1;60
6010;755;3;4;2;3;3;2;60
6011;245;2;1;1;6;3;1;150
6014;94;2;4;1;5;3;1;60
6017;973;3;3;2;2;2;1;60
6021;347;6;1;2;1;3;1;60
6025;472;3;3;1;5;3;1;60
6027;388;4;1;1;6;2;1;70
6029;586;6;1;1;4;3;1;60
6030;1209;3;3;1;3;3;2;60
6031;1209;4;1;1;3;3;2;60
6035;515;4;1;1;10;3;2;60
6036;737;6;2;2;13;4;2;60
6037;284;4;4;1;10;2;1;120
6041;388;2;1;1;10;3;1;60
6043;662;4;2;1;2;3;1;60
6046;145;4;2;1;10;2;1;120
6047;1050;2;2;1;4;3;2;60
6049;334;6;1;2;3;3;2;60
6051;858;6;2;1;2;3;1;150
6054;513;6;2;2;4;2;1;60
6059;242;4;4;2;8;2;1;60
6061;327;5;4;2;8;2;1;60
6062;428;5;2;2;2;2;2;60
6066;889;6;1;2;12;2;1;60
6067;404;4;2;1;1;3;1;60
6068;521;4;2;2;1;2;1;60
6070;644;2;1;1;1;2;2;60
6074;895;6;1;2;12;4;1;120
6075;502;5;4;2;13;3;1;60
6078;695;2;1;1;3;2;1;75
6079;1021;6;1;1;13;3;1;120
6080;270;5;2;2;1;3;1;60
6083;812;3;3;1;2;4;2;60
6085;346;4;4;2;8;2;1;60
6087;666;2;2;1;1;2;1;60
6090;477;4;1;2;2;2;1;60
6092;463;5;2;2;3;3;1;60
6096;236;4;2;2;8;2;2;60
6098;85;2;2;1;2;2;1;75
6100;564;4;2;1;10;3;1;60
6101;105;2;3;1;2;3;1;60
6102;182;2;1;1;3;2;1;60
6103;1353;6;1;1;13;3;1;60
6108;688;6;1;2;1;3;1;60
6111;972;6;2;2;8;2;2;60
6113;895;4;2;1;12;3;2;60
6114;1038;6;4;2;5;3;1;120
6118;633;6;1;2;3;2;1;60
6119;335;6;3;2;3;3;1;120
6121;905;6;1;2;6;2;1;60
6123;867;3;3;2;2;3;1;120
6124;867;6;1;2;2;3;1;120
6126;115;2;1;1;8;2;2;120
6128;227;1;4;2;5;4;1;120
6130;461;6;2;2;3;4;1;150
6131;862;2;1;1;4;3;1;120
6132;665;6;1;1;9;4;1;120
6137;288;2;2;1;2;2;1;60
6139;137;4;2;1;12;3;1;90
6140;799;6;2;2;8;2;1;60
6143;132;7;4;1;6;3;1;30
6145;1193;4;2;1;3;2;1;60
6146;411;2;2;1;5;2;1;60
6150;1256;6;1;2;3;2;1;60
6152;1116;6;2;2;3;2;1;60
6154;93;7;2;1;3;2;1;60
6162;1416;3;3;1;6;4;1;90
6163;1111;4;1;2;1;2;1;60
6166;291;3;3;2;1;3;1;30
6167;525;2;1;1;5;2;1;60
6169;297;5;2;2;8;2;1;60
6172;427;3;3;2;9;4;2;60
6174;685;6;1;2;13;3;1;60
6176;408;5;2;2;4;3;1;60
6177;104;2;1;1;6;3;1;60
6180;879;4;1;1;1;3;1;75
6182;244;2;1;1;6;3;1;60
6188;287;2;1;1;1;3;2;60
6192;169;2;4;1;3;3;1;60
6193;375;4;2;2;1;3;1;120
6194;585;3;4;2;8;4;1;60
6195;585;6;2;2;8;4;1;60
6198;662;6;1;2;8;3;1;60
6200;753;4;2;1;7;3;1;120
6204;399;2;1;1;4;2;2;120
6210;633;3;3;2;10;3;1;90
6211;633;4;2;2;10;3;1;90
6212;457;2;1;1;2;3;1;60
6215;593;6;1;2;8;3;1;90
6218;1392;3;3;2;8;3;2;60
6219;1392;4;1;2;8;3;2;60
6220;359;2;1;1;7;2;1;60
6224;811;4;1;2;8;4;1;60
6225;929;6;1;2;10;3;1;60
6229;560;4;3;2;8;2;1;60
6230;494;6;2;2;2;4;1;90
6232;339;6;1;2;5;4;1;60
6234;1047;6;1;2;5;2;1;150
6236;599;4;1;2;3;3;1;60
6237;177;3;3;2;1;2;1;30
6239;342;2;1;1;3;2;1;60
6241;783;6;1;2;11;2;2;90
6243;973;6;1;2;1;3;2;60
6244;698;2;1;1;6;4;2;60
6248;195;5;2;2;2;3;1;30
6251;484;6;1;2;8;3;1;120
6252;315;6;1;2;8;3;1;120
6253;438;6;1;2;10;3;1;120
6254;477;6;1;2;8;3;1;120
6255;340;6;1;2;8;3;1;120
6256;524;6;1;1;13;1;1;120
6260;741;5;4;2;12;2;1;60
6262;1093;6;1;2;2;2;1;60
6264;624;6;2;2;10;3;1;60
6266;793;6;1;1;10;2;1;60
6270;467;4;1;2;6;2;1;60
6272;521;4;2;1;13;3;1;60
6277;506;6;2;2;8;3;1;60
6278;659;6;1;2;8;2;1;90
6279;79;2;1;1;12;3;2;180
6280;396;5;4;2;3;4;1;90
6285;425;4;1;1;8;3;1;60
6288;1293;6;1;1;2;3;2;75
6291;602;2;2;1;13;4;1;60
6292;96;2;2;1;11;2;1;60
6294;950;6;1;2;9;2;1;60
6295;255;3;3;2;13;4;1;90
6296;401;3;4;1;8;3;1;150
6297;407;2;1;1;13;3;1;60
6302;144;5;2;2;2;3;1;60
6303;575;2;4;1;6;3;2;60
6304;1310;6;1;2;8;2;2;60
6305;443;2;2;1;7;3;1;60
6308;915;6;1;2;8;3;2;120
6310;1892;6;2;1;13;2;1;90
6311;269;2;4;1;1;2;1;60
6312;625;6;1;2;4;3;1;90
6313;286;4;2;2;12;3;1;60
6314;175;2;1;1;3;3;1;60
6316;975;6;4;1;2;4;1;90
6319;1009;4;1;2;10;2;1;60
6322;807;6;1;2;11;3;1;60
6324;186;6;1;2;5;3;1;60
6325;475;6;1;2;11;3;1;180
6326;1493;4;1;2;11;3;1;60
6328;68;7;2;1;4;2;1;30
6333;851;2;2;1;2;2;1;60
6335;733;4;2;1;13;4;2;60
6340;798;6;1;2;13;4;2;60
6342;901;2;2;1;3;3;2;60
6344;894;6;1;2;9;2;1;90
6348;272;2;4;2;2;4;2;60
6349;390;6;4;2;6;4;1;60
6352;764;6;1;1;4;1;1;180
6353;370;4;1;1;8;3;1;90
6355;800;3;3;2;2;4;1;90
6356;800;4;2;2;2;4;1;90
6362;280;4;2;1;8;3;1;60
6363;822;6;2;1;3;2;2;120
6365;183;4;4;2;3;3;1;60
6368;583;2;2;1;8;2;1;60
6369;290;3;3;2;8;4;2;30
6371;412;6;3;2;4;2;1;60
6373;774;6;1;1;12;4;1;120
6379;682;2;2;1;2;3;2;60
6380;945;4;1;2;5;3;1;60
6381;945;5;2;2;5;3;1;60
6385;164;5;3;2;13;2;1;120
6388;1286;4;1;2;12;2;1;60
6390;408;6;1;2;3;3;1;60
6391;1926;5;4;2;3;3;1;30
6392;1926;6;1;2;3;3;1;60
6395;1288;6;1;2;12;2;2;60
6396;185;2;2;1;6;2;2;120
6397;108;2;3;1;11;3;1;60
6398;835;6;1;2;8;2;1;60
6401;53;2;1;1;5;3;1;60
6407;688;6;1;1;2;2;1;120
6408;493;3;3;2;3;4;2;30
6409;493;4;1;2;3;4;2;60
6410;42;2;2;1;2;4;1;60
6412;770;4;1;1;5;3;1;60
6413;181;2;2;1;13;3;1;60
6414;237;2;4;1;1;3;2;60
6418;485;4;1;2;5;3;1;60
6424;304;2;2;1;12;2;1;60
6425;232;2;1;1;1;3;1;60
6428;813;2;1;1;10;2;1;60
6436;634;6;1;2;7;3;1;60
6437;121;7;3;1;11;3;1;60
6438;139;1;4;2;8;4;1;60
6440;44;2;2;2;3;2;2;60
6441;967;6;1;2;3;3;1;90
6444;661;6;1;2;10;3;1;60
6446;647;6;1;2;1;2;1;120
6447;330;2;4;1;6;4;2;60
6448;319;2;3;1;4;3;2;120
6449;588;4;1;2;1;3;1;60
6450;69;2;2;1;1;3;1;60
6452;453;5;2;2;4;3;1;60
6453;1610;6;1;2;11;2;1;60
6454;153;2;1;1;10;2;1;120
6455;147;2;1;1;6;2;1;60
6458;926;6;4;2;5;3;2;60
6461;326;6;1;2;11;2;1;60
6465;1049;6;2;2;11;3;1;90
6467;1032;6;1;2;9;4;1;180
6468;184;2;1;1;12;3;1;60
6469;579;6;1;2;9;3;1;60
6473;215;2;1;1;5;2;1;120
6477;124;2;1;1;5;3;1;60
6480;1625;4;1;2;4;2;1;60
6481;955;6;1;2;11;3;1;90
6484;712;6;2;2;10;3;1;60
6485;556;4;2;2;5;2;2;60
6490;783;6;1;2;1;2;2;60
6493;977;6;1;2;2;2;1;120
6496;1179;3;4;2;12;3;2;60
6497;1179;4;2;2;12;3;2;60
6499;736;2;2;1;12;2;1;60
6503;498;4;3;1;10;3;1;60
6505;613;4;1;2;12;2;1;60
6509;187;2;2;1;7;3;2;60
6510;196;2;1;2;7;3;1;60
6513;69;2;1;2;5;3;1;60
6514;719;5;2;2;9;3;2;90
6515;264;2;1;1;5;3;1;60
6517;1087;6;1;1;8;4;1;60
6518;163;2;1;1;6;3;1;120
6519;437;6;4;1;2;4;1;60
6521;853;6;1;2;10;3;1;60
6524;380;2;1;1;5;3;1;60
6526;116;7;4;1;5;3;2;30
6527;681;2;1;1;11;3;1;60
6528;241;2;1;1;2;3;1;60
6529;167;2;4;2;3;3;2;120
6530;355;3;4;2;8;4;1;60
6533;197;2;1;1;11;2;1;120
6535;438;6;1;2;3;2;1;60
6536;1292;6;1;1;10;2;2;120
6539;497;6;1;2;9;3;1;60
6543;334;4;1;2;10;2;1;90
6544;222;6;1;2;9;3;1;120
6546;109;2;2;1;12;3;1;60
6547;943;6;1;2;10;3;1;60
6548;555;6;1;2;5;3;1;60
6550;161;2;1;1;5;3;1;120
6551;403;6;1;2;11;2;1;60
6552;86;2;1;1;1;2;2;60
6554;107;3;3;2;4;3;1;30
6556;432;2;3;1;12;4;1;60
6557;276;2;1;1;5;3;1;150
6562;1143;4;1;2;7;2;2;90
6566;1181;5;2;2;11;4;1;30
6571;316;2;1;1;4;2;1;60
6573;124;2;2;1;1;3;1;60
6576;118;2;1;1;1;2;2;60
6581;416;2;1;1;1;3;1;60
6583;217;2;1;1;1;3;1;60
6585;734;2;1;1;11;2;2;60
6588;634;6;1;2;9;3;1;60
6590;211;3;4;1;3;3;1;30
6591;865;6;1;2;1;4;1;60
6596;132;2;1;1;3;4;1;60
6597;141;2;1;1;1;3;1;60
6598;1463;2;1;1;1;3;1;60
6602;820;4;1;1;10;2;2;60
6603;237;2;1;1;6;3;1;120
6604;988;6;1;2;1;3;1;60
6606;291;2;1;1;10;3;1;120
6607;1119;4;1;1;11;3;1;60
6608;114;2;2;1;10;2;1;60
6609;451;2;4;1;12;4;2;60
6610;820;4;1;1;7;1;1;70
6613;206;4;1;2;6;3;1;60
6618;401;2;1;1;12;3;1;120
6619;608;6;1;2;9;3;1;90
6622;2743;3;3;2;3;4;2;90
6623;2743;4;1;2;3;4;2;60
6624;1365;6;1;2;10;3;1;60
6626;310;2;1;1;12;3;1;120
6627;197;4;2;2;1;3;1;60
6629;74;2;1;1;8;2;1;60
6631;764;6;1;2;11;3;1;60
6633;411;3;3;2;5;3;1;60
6634;411;4;1;2;5;3;1;60
6636;519;3;4;2;4;2;2;60
6637;412;2;3;1;10;2;2;60
6638;427;4;4;1;5;3;2;60
6639;275;2;2;1;1;3;2;120
6640;290;6;2;2;13;3;1;90
6641;547;6;4;2;4;2;1;120
6644;150;2;1;1;6;3;1;60
6645;399;6;1;2;1;3;1;120
6651;333;4;1;2;7;2;1;60
6652;757;6;1;2;8;2;1;60
6654;945;6;1;2;9;4;2;70
6655;89;2;3;1;8;3;1;180
6656;69;2;2;1;9;4;1;60
6658;84;7;2;1;1;3;1;30
6660;150;2;2;1;9;2;1;60
6662;95;2;2;1;13;2;1;60
6665;393;6;1;2;7;3;1;60
6672;113;2;3;1;5;3;1;60
6677;70;2;1;1;8;3;1;60
6678;413;6;1;1;8;3;1;120
6679;727;4;1;2;2;3;1;60
6680;633;6;1;2;13;3;1;60
6681;958;4;3;1;1;3;1;60
6682;449;6;1;1;13;4;1;60
6683;547;6;4;1;8;3;2;180
6685;654;5;4;2;1;2;2;60
6686;147;2;2;1;8;3;1;60
6690;67;2;3;1;5;3;1;60
6694;694;4;1;2;9;3;1;60
6695;344;4;1;1;11;3;1;60
6697;796;2;1;1;6;2;1;120
6698;182;2;3;1;7;1;1;90
6699;138;7;2;1;8;3;1;30
6700;882;2;1;1;12;3;1;120
6701;662;2;4;1;3;3;2;60
6702;863;2;1;1;7;2;1;60
6707;1744;3;3;2;2;3;2;90
6709;749;6;2;2;6;3;1;120
6711;272;2;1;1;8;4;1;120
6712;404;2;3;1;12;2;2;60
6715;176;2;1;1;10;3;1;120
6716;668;2;1;1;9;3;1;180
6719;311;2;1;1;4;3;1;60
6720;422;2;1;1;8;3;1;60
6721;600;2;1;1;10;3;2;60
6722;534;6;1;2;1;2;1;60
6723;288;2;1;1;8;4;1;120
6724;870;2;1;1;10;2;1;60
6725;408;4;4;2;12;2;1;60
6727;912;4;1;2;1;2;1;60
6732;1086;4;1;1;3;3;1;60
6733;319;2;4;1;8;2;1;60
6734;517;6;1;2;7;4;1;60
6737;1092;6;1;2;9;4;2;60
6739;377;4;1;1;6;2;1;60
6740;134;7;2;2;5;3;1;30
6745;398;2;1;1;12;2;2;120
6747;1251;6;1;2;7;2;1;60
6748;251;2;1;1;3;2;1;60
6750;424;2;3;1;1;2;1;60
6751;1058;6;3;2;3;3;1;60
6752;368;2;1;1;8;2;2;60
6753;738;4;2;1;7;4;2;60
6754;5417;3;4;1;11;3;1;120
6755;5417;4;2;1;11;3;1;60
6756;5417;6;4;1;11;3;1;120
6759;350;2;1;1;1;3;1;60
6760;189;2;1;1;1;2;1;60
6761;424;2;1;1;1;3;1;60
6763;658;5;2;2;7;3;1;60
6764;288;6;3;2;10;3;1;120
6765;709;6;2;1;3;3;1;180
6766;689;6;1;2;7;4;1;120
6767;375;4;2;2;1;2;1;60
6768;1179;6;1;2;2;4;1;60
6771;446;6;1;2;1;3;1;60
6778;430;6;1;2;11;2;1;60
6779;130;2;2;1;5;2;1;60
6781;808;2;1;1;10;3;1;60
6784;687;4;1;1;7;1;1;60
6786;386;4;1;2;12;3;1;60
6787;517;4;2;1;3;3;1;60
6789;345;5;2;2;10;2;2;60
6790;392;2;1;1;13;3;2;120
6791;531;4;2;2;11;2;1;60
6792;832;6;1;2;11;3;1;150
6794;697;6;1;2;8;3;1;60
6796;1029;6;1;1;4;2;1;60
6797;467;2;1;1;13;4;2;60
6800;683;2;1;1;3;4;2;60
6802;277;5;2;1;13;4;1;30
6803;328;4;1;1;10;3;1;60
6807;1090;4;1;1;1;3;2;60
6810;415;6;1;2;2;3;1;120
6813;618;2;1;1;1;2;1;60
6814;172;2;1;1;12;2;1;60
6817;1981;4;1;2;9;3;1;90
6818;881;6;1;2;2;4;2;60
6819;96;2;1;1;2;4;1;60
6820;1012;6;1;2;2;4;2;90
6822;873;2;1;1;13;2;2;60
6823;275;2;1;1;10;3;1;60
6828;1053;2;1;1;8;3;1;120
6830;467;7;2;1;10;3;1;30
6831;1817;6;1;2;5;2;1;60
6832;1451;6;3;2;8;3;1;60
6834;313;4;3;2;13;2;3;60
6836;343;6;1;2;10;3;1;60
6838;821;6;1;1;7;2;1;60
6840;166;2;1;1;13;2;1;60
6842;706;4;1;1;6;3;1;60
6843;440;2;4;1;4;4;2;120
6844;327;4;1;1;3;2;1;60
6850;48;2;1;1;9;3;1;60
6851;999;6;1;2;8;2;2;60
6854;593;3;3;2;13;3;1;60
6858;128;2;3;1;12;4;1;120
6859;649;6;1;2;1;2;1;60
6864;829;6;1;2;1;3;2;120
6865;99;3;3;1;6;4;1;90
6866;97;5;2;2;6;2;1;30
6868;712;6;1;2;4;3;1;60
6869;330;2;1;1;12;2;2;60
6872;987;6;1;2;3;3;1;60
6873;975;2;1;1;8;2;1;60
6874;349;4;1;1;8;3;1;60
6875;712;6;1;2;2;2;1;60
6876;484;5;4;2;6;3;1;60
6877;586;6;1;2;7;2;2;60
6879;171;2;2;1;6;2;2;60
6881;524;4;1;2;10;3;1;120
6883;544;6;2;2;13;2;1;60
6885;688;5;3;2;4;2;1;60
6886;266;2;1;1;10;4;2;60
6887;129;2;1;1;3;3;1;75
6888;121;2;2;1;1;3;1;75
6892;332;6;1;2;3;2;1;120
6893;547;2;3;1;11;2;2;120
6896;579;6;1;2;10;3;1;120
6900;176;2;2;1;8;2;1;60
6901;726;4;1;2;3;2;1;60
6902;122;2;1;1;1;2;2;60
6903;371;2;1;1;1;3;1;120
6905;89;2;1;1;8;3;1;120
6906;384;2;2;1;4;2;1;60
6907;2145;3;3;2;3;2;1;60
6908;2145;4;1;2;3;2;1;60
6910;977;4;1;2;10;3;1;60
6911;243;6;1;2;13;3;1;120
6912;945;6;1;2;13;4;1;60
6913;316;2;1;1;6;2;1;60
6916;76;2;1;1;1;3;2;60
6918;1000;6;1;2;12;3;1;90
6920;821;4;2;1;1;3;2;60
6923;1231;4;1;1;5;3;1;60
6928;797;4;2;2;12;2;1;150
6931;456;4;3;1;3;3;1;60
6933;640;5;3;2;8;3;1;60
6934;665;2;1;1;2;4;2;60
6940;290;2;1;1;1;2;1;60
6942;454;4;2;1;1;2;2;60
6943;159;2;1;1;10;2;1;60
6946;126;5;2;2;8;3;1;120
6953;545;2;1;1;11;2;2;60
6954;81;7;2;1;10;2;1;150
6959;878;6;1;2;9;2;2;120
6960;157;2;1;1;2;3;2;60
6962;846;6;1;2;12;2;1;60
6963;749;2;4;1;6;3;2;60
6965;748;6;1;2;9;4;2;60
6966;303;2;1;1;4;2;1;60
6967;287;3;4;2;4;3;2;60
6968;436;3;4;2;12;3;1;30
6969;772;6;1;2;12;3;1;90
6970;872;2;2;1;11;3;2;60
6971;149;2;1;1;3;1;1;60
6972;192;2;2;1;1;3;1;120
6974;579;3;4;2;10;3;2;30
6976;549;6;1;2;1;3;1;60
6978;151;2;1;1;7;3;1;60
6979;466;4;3;2;4;3;1;120
6980;727;6;2;2;11;3;1;90
6981;184;2;3;1;1;2;2;60
6983;308;6;1;2;5;3;1;150
6984;368;6;2;2;3;3;1;60
6985;337;2;1;1;3;3;1;60
6987;77;2;1;1;1;3;2;60
6988;113;2;1;1;12;3;1;120
6992;80;7;3;1;11;3;2;30
7000;497;6;1;2;9;2;1;60
7003;385;6;1;2;5;3;1;90
7005;463;4;1;2;1;3;2;60
7006;720;4;1;2;13;4;1;120
7008;399;5;3;2;5;4;1;60
7010;1349;4;1;2;3;3;1;90
7012;223;2;1;1;6;2;1;60
7013;523;6;1;2;3;2;1;60
7016;258;2;4;1;2;4;1;60
7017;261;3;4;2;2;4;1;60
7020;742;6;4;2;5;3;1;60
7021;391;4;1;1;1;2;2;60
7024;396;5;4;1;13;4;1;60
7025;692;6;3;1;3;3;1;60
7026;91;2;1;1;4;4;1;60
7027;876;4;1;2;3;2;2;60
7030;423;6;1;2;9;3;1;120
7036;1277;6;1;2;10;2;1;60
7037;403;5;3;2;11;2;2;30
7038;547;6;1;2;12;2;1;90
7041;1919;3;4;2;2;4;2;60
7042;1919;6;3;2;2;4;2;60
7043;687;4;2;2;1;3;2;60
7045;195;2;2;1;11;2;1;60
7047;416;2;1;1;10;2;2;60
7048;991;6;1;2;8;3;1;60
7049;784;6;1;1;10;3;1;60
7050;1259;6;1;2;4;3;2;60
7057;153;2;1;1;4;2;1;60
7061;2211;6;1;2;9;3;2;60
7064;1157;4;1;1;5;3;1;90
7067;470;2;1;1;6;3;1;60
7070;517;2;1;2;13;3;1;120
7071;231;3;3;2;3;2;1;90
7072;229;2;1;1;6;2;1;60
7073;1037;4;1;1;12;4;2;60
7077;1130;4;1;2;3;3;1;60
7078;269;2;1;1;13;1;1;60
7079;910;2;1;1;9;2;2;120
7083;632;6;1;2;3;2;1;60
7086;859;6;1;2;8;2;1;90
7088;290;5;2;2;11;3;1;60
7093;213;2;4;1;8;3;1;60
7095;744;6;1;2;11;2;1;60
7096;336;4;1;2;4;2;1;60
7098;361;2;1;1;4;2;2;90
7099;60;5;2;2;5;3;1;90
7101;713;5;3;2;10;3;1;60
7105;198;4;1;1;3;3;1;75
7110;577;4;1;2;13;2;1;60
7112;1055;6;1;2;11;3;1;60
7113;818;6;2;2;11;4;1;60
7115;427;6;1;1;8;3;1;60
7119;322;3;3;2;13;3;1;90
7121;1384;6;3;2;11;3;1;60
7122;251;2;1;1;8;3;1;60
7123;264;4;2;2;8;4;2;60
7125;877;4;1;2;12;3;1;60
7126;230;6;2;2;11;3;1;60
7128;1394;3;4;1;8;3;2;60
7129;1394;4;2;1;8;3;2;60
7130;1048;4;3;1;12;3;1;60
7131;581;6;1;2;11;2;1;60
7133;146;4;2;2;7;2;1;120
7134;726;2;1;1;5;2;1;120
7135;1127;4;1;2;1;2;1;180
7136;170;7;3;1;8;2;1;30
7137;210;4;1;2;1;2;1;120
7141;440;5;4;2;3;2;1;60
7142;1421;3;3;2;10;2;1;60
7143;1421;5;3;2;10;2;1;60
7145;1185;6;2;1;4;2;1;60
7152;839;3;4;2;2;3;1;60
7153;839;5;3;2;2;3;1;30
7154;383;4;1;2;8;3;1;60
7155;1114;6;1;2;4;4;1;210
7160;920;6;2;2;4;3;1;120
7161;879;4;1;2;2;4;1;120
7162;670;6;2;2;7;3;1;90
7163;325;6;1;2;2;2;1;60
7164;625;1;2;2;3;4;1;120
7165;184;6;3;2;7;3;1;60
7166;264;2;2;1;6;3;1;60
7171;1582;6;1;1;1;2;1;130
7172;261;2;1;2;8;2;1;60
7174;1212;6;2;2;11;2;2;60
7175;933;6;1;1;7;3;1;60
7177;239;6;1;2;3;3;1;60
7178;632;1;4;2;13;3;2;120
7179;633;3;4;2;10;3;2;30
7181;403;6;3;2;8;3;1;60
7185;602;6;1;2;8;3;2;60
7187;928;4;1;2;10;3;1;60
7188;752;6;1;2;9;3;1;120
7194;349;5;2;2;4;2;2;60
7197;801;2;1;1;3;2;1;60
7199;500;4;1;2;12;2;2;60
7200;968;6;1;1;2;4;2;60
7201;217;3;3;2;8;3;1;90
7204;600;6;1;2;2;3;1;60
7205;173;2;1;1;5;2;1;60
7207;549;4;2;2;9;3;1;60
7210;1804;3;3;2;13;3;1;90
7211;1804;4;2;2;13;3;1;90
7212;654;4;1;2;7;3;1;60
7214;115;7;2;1;4;3;1;30
7216;322;2;1;1;1;3;1;120
7218;450;2;1;1;1;3;1;60
7223;75;2;1;1;5;3;1;60
7226;262;5;2;2;2;3;1;60
7227;3433;3;3;2;6;3;2;60
7228;3433;4;1;2;6;3;2;60
7230;395;2;1;1;4;2;1;60
7231;1556;6;1;2;2;2;2;90
7234;382;2;1;1;8;3;1;120
7235;113;2;1;1;5;3;1;60
7236;649;6;1;2;8;2;1;60
7242;468;6;1;2;4;3;2;60
7246;314;6;1;2;3;3;1;120
7252;195;4;1;1;1;2;1;120
7253;837;4;2;1;10;3;1;60
7256;269;4;1;2;3;3;1;90
7259;95;2;3;1;1;3;1;60
7261;453;2;1;1;1;4;1;60
7262;434;2;3;1;10;2;2;60
7263;116;2;2;1;3;3;2;60
7265;561;4;2;2;3;3;1;120
7268;1017;6;1;2;3;4;2;60
7270;122;2;3;2;9;2;1;60
7272;403;4;2;2;1;3;1;90
7274;68;2;2;1;3;2;1;60
7280;638;6;1;2;5;3;1;60
7284;173;2;1;1;12;3;1;60
7285;120;2;2;1;3;3;1;60
7286;840;2;2;1;5;3;2;60
7289;399;5;4;2;2;4;1;90
7293;685;6;3;2;5;2;2;60
7294;177;2;1;1;6;4;2;60
7295;341;7;3;1;10;3;2;60
7297;389;2;1;1;10;2;1;60
7298;72;2;1;1;1;2;1;60
7299;908;3;4;2;4;2;1;60
7300;908;4;1;2;4;2;1;60
7303;762;3;3;2;10;3;1;60
7304;762;5;2;2;10;3;1;60
7305;505;6;3;2;8;2;1;60
7306;740;3;3;2;1;4;2;60
7309;205;5;2;2;5;2;1;150
7310;456;4;2;2;10;2;2;60
7311;132;7;2;1;13;3;1;30
7315;511;6;1;2;2;2;1;120
7320;853;6;4;1;1;4;2;90
7321;196;2;4;1;10;3;1;120
7329;149;2;1;1;8;2;2;120
7330;361;4;1;2;8;3;2;60
7331;543;6;2;2;8;2;1;60
7332;1111;6;3;2;2;3;2;90
7333;795;4;1;1;2;3;1;60
7335;135;7;2;1;8;2;2;30
7339;133;2;1;1;6;3;1;60
7341;341;4;1;2;9;3;1;60
7342;132;7;2;2;4;2;1;30
7343;178;2;2;1;3;3;1;120
7345;852;6;1;2;13;2;1;60
7346;849;4;1;1;11;2;2;60
7348;136;2;4;1;3;4;1;60
7350;208;7;4;2;12;3;1;60
7354;189;2;1;1;1;2;1;60
7358;836;6;1;1;12;3;1;60
7362;530;2;1;1;2;2;2;60
7365;496;2;1;1;4;2;1;60
7369;102;7;2;1;12;3;1;30
7370;1290;6;1;2;1;2;1;60
7371;624;6;2;2;1;3;1;60
7376;1048;6;1;2;11;4;1;60
7377;802;4;3;2;8;3;2;60
7378;297;5;2;2;11;2;1;60
7379;259;2;1;1;2;4;2;60
7380;576;6;3;2;11;2;1;60
7381;565;2;1;1;11;3;1;60
7384;719;3;4;2;11;3;1;150
7387;685;4;1;1;9;3;1;60
7389;899;6;1;2;8;4;1;60
7390;519;2;1;1;6;3;1;60
7391;701;4;2;1;10;3;1;60
7393;570;2;1;1;11;3;1;60
7399;56;2;1;1;1;2;1;120
